payment_id,order_id,amount,payment_date,payment_method,status
PM0002702,O0002702,@@@,2025-03-06T16:25:03,32-13-2025, 
not_a_date,32-13-2025,NULL,2023-03-27T12:25:15,32-13-2025,paid
@@@,O0002704,4623.59,123abc,cod,paid
PM0002705, ,5885.62,2023-01-17T19:34:37,not_a_date,paid
PM0002706,O0002706,1547.65,32-13-2025,card,nan
@@@, ,994.52,NULL,netbanking,nan
PM0002708,O0002708,356.06,2025-01-29T18:29:44,null,paid
@@@,,1929.68,2024-01-18T12:02:03,9999-99-99,paid
PM0002710,NULL,32-13-2025,2025-08-07T11:58:52,upi,paid
PM0002711,NULL,3634.56,2024-07-13T20:37:08,upi,paid
PM0002712,32-13-2025, ,2024-08-07T10:14:32,nan,null
32-13-2025,O0002713,3534.66,2025-03-08T11:40:22,upi,paid
PM0002714,null,985.08,2024-11-07T12:25:10,@@@,paid
N/A,O0002715,3306.0,9999-99-99,cod,paid
PM0002716,O0002716,9999-99-99,,NULL,###BAD###
PM0002717,32-13-2025,1712.63,,netbanking,paid
NULL, ,NULL,2025-04-11T00:08:12,nan,not_a_date
PM0002719,N/A,N/A,N/A,card,paid
###BAD###,O0002720,invalid,2024-04-16T21:46:40,cod,123abc
PM0002721,O0002721,4119.09,2023-07-12T10:27:03,not_a_date,NULL
32-13-2025,O0002722,12953.54,9999-99-99,netbanking,paid
9999-99-99,32-13-2025,9999-99-99,2025-06-24T18:16:03,upi,paid
PM0002724,O0002724,NULL,2023-07-18T21:51:20, ,paid
PM0002725,O0002725,9999-99-99,2025-07-31T03:36:59,,paid
###BAD###,,2619.54,###BAD###,upi,paid
PM0002727,not_a_date,2511.3,9999-99-99,cod,not_a_date
PM0002728,O0002728,,###BAD###,cod,paid
N/A,O0002729,3733.84,2024-01-16T07:47:44,cod,nan
PM0002730,O0002730,NULL,2024-06-27T07:54:00,card,NULL
 ,N/A,###BAD###,2023-02-22T19:23:27,netbanking,paid
PM0002732,@@@,@@@, ,32-13-2025,paid
PM0002733,32-13-2025,3887.5,###BAD###,netbanking,paid
PM0002734,O0002734,32-13-2025,###BAD###,cod,paid
PM0002735,O0002735,,invalid,netbanking,NULL
###BAD###,O0002736,8405.53,2024-11-23T20:09:02,netbanking,paid
PM0002737,N/A,5015.98,2023-07-12T08:44:00,netbanking, 
PM0002738,O0002738,2157.1,not_a_date,upi,invalid
PM0002739,O0002739,1537.03,null,card,paid
PM0002740,nan,NULL,2024-10-19T02:21:53,upi,paid
PM0002741,O0002741,4862.22,2025-03-07T01:58:59, ,32-13-2025
PM0002742,O0002742,3099.74,2024-03-28T03:01:00,cod,paid
PM0002743,not_a_date,NULL,2024-03-13T21:09:11,not_a_date,N/A
N/A,NULL,32-13-2025,null,netbanking,paid
32-13-2025,N/A,123abc,2025-11-02T22:02:25,upi,paid
nan,O0002746,3207.04,2025-06-26T00:13:35,netbanking,paid
N/A,invalid,1795.34,2023-03-12T10:39:20,upi,@@@
PM0002748,9999-99-99,1744.2,2024-08-12T02:46:52,invalid,paid
@@@,O0002749,NULL,2023-04-20T04:57:31,cod,invalid
PM0002750,O0002750,4135.93,###BAD###,netbanking,@@@
9999-99-99,O0002751,1868.35,9999-99-99,, 
PM0002752,O0002752,4134.28,2025-04-09T06:51:32,upi,paid
PM0002753,32-13-2025,123abc,2024-06-21T13:46:04,cod,invalid
PM0002754,O0002754,4310.18,2025-09-21T20:37:13,not_a_date,paid
PM0002755,O0002755,4956.73,NULL,cod,N/A
PM0002756,O0002756,@@@,2024-10-07T10:00:55,netbanking,@@@
PM0002757,O0002757,32-13-2025,2025-05-03T13:18:13,123abc,paid
PM0002758,,8825.64,2025-02-19T03:08:06,card,paid
PM0002759,O0002759,4559.77,###BAD###,card,9999-99-99
PM0002760,O0002760,N/A,2023-05-30T05:43:28,@@@, 
PM0002761,null,3102.54,2024-01-31T18:33:45,cod,N/A
PM0002762,,188.93,9999-99-99,cod,32-13-2025
123abc,@@@,2630.29,not_a_date,9999-99-99,paid
invalid,O0002764,@@@,2025-09-16T01:21:42,upi,123abc
PM0002765,O0002765,###BAD###,2023-04-12T12:44:04,netbanking,NULL
123abc,O0002766,9738.33,not_a_date,upi,paid
PM0002767,O0002767,2086.4,NULL,upi,paid
PM0002768,O0002768,123abc,null,invalid,
PM0002769,O0002769,###BAD###,2025-03-19T03:03:53,netbanking,paid
###BAD###,O0002770,9999-99-99,2025-02-25T12:08:00,###BAD###,123abc
PM0002771,O0002771,1256.94,2024-10-14T23:28:43, ,paid
PM0002772,O0002772,4503.45,2025-03-27T10:20:48,NULL,refunded
PM0002773,@@@,1263.72,2023-12-19T08:30:27,card,paid
not_a_date,O0002774,2908.23,2025-07-03T10:33:50,netbanking,paid
123abc,9999-99-99,583.44,2023-04-28T11:04:26,upi,not_a_date
PM0002776,@@@,9505.68,###BAD###,upi,paid
PM0002777,O0002777,,2025-08-25T09:00:09,netbanking,paid
null,O0002778,5446.18,2025-04-12T17:27:01, ,paid
PM0002779,O0002779,2577.62,2025-08-20T01:46:04,netbanking,NULL
123abc,O0002780,173.96,2023-04-04T19:19:51,netbanking,paid
PM0002781,O0002781,2185.05,2025-04-22T01:11:02,,refunded
PM0002782, ,6823.15,nan,N/A,paid
PM0002783,invalid, ,2023-01-25T18:49:27,cod,paid
PM0002784,O0002784, ,null,NULL,9999-99-99
PM0002785,O0002785,7962.76,123abc,card,@@@
PM0002786,32-13-2025,nan,2023-03-28T14:13:22,cod,refunded
PM0002787,O0002787,9795.87,###BAD###,netbanking,paid
PM0002788,O0002788,3432.78,@@@,,paid
PM0002789,O0002789,7494.82,2025-06-04T00:10:45,9999-99-99,paid
PM0002790,,4359.54,2023-04-01T07:05:22,netbanking,N/A
PM0002791,O0002791,N/A,,netbanking,paid
not_a_date,O0002792,nan,N/A,invalid,@@@
PM0002793,O0002793,3475.88,not_a_date,card,paid
PM0002794,N/A,1391.57,NULL,nan,paid
PM0002795,,3387.51,2025-10-22T16:48:46,upi,null
PM0002796,O0002796,nan,not_a_date,netbanking,###BAD###
PM0002797,NULL,32-13-2025,###BAD###,cod,null
PM0002798,O0002798,1430.28,2025-07-29T13:53:30,NULL,32-13-2025
PM0002799,O0002799,22447.35,2025-06-27T06:44:00,123abc,paid
PM0002800,O0002800,9999-99-99,2023-06-27T11:05:51,card,paid
PM0002801,O0002801,,123abc,cod,paid
PM0002802,N/A,3633.81,2024-11-27T18:19:26,invalid,paid
9999-99-99,,not_a_date, ,123abc,nan
PM0002804,not_a_date,7082.02,@@@,N/A,NULL
NULL,not_a_date,32-13-2025,2025-08-23T21:52:36,cod,paid
PM0002806,invalid,5195.52,not_a_date,123abc,paid
PM0002807,O0002807,N/A,2025-08-12T14:37:20,32-13-2025,paid
PM0002808,O0002808,975.53,2025-10-13T10:20:12,card,null
PM0002809,O0002809,284.28,null,upi,N/A
@@@,not_a_date,8252.38,@@@,upi,paid
,O0002811,3034.21,9999-99-99,cod,paid
,O0002812,32-13-2025,32-13-2025,###BAD###,paid
PM0002813,invalid,973.19,2025-03-28T21:06:11,not_a_date,###BAD###
PM0002814,O0002814, ,2023-06-30T17:56:51,N/A,paid
PM0002815,@@@,494.23,2023-07-21T16:49:08,card,paid
123abc,O0002816,4464.68,,not_a_date,paid
 ,O0002817, ,,netbanking,paid
PM0002818,O0002818,1886.55,2024-04-18T07:17:57,###BAD###,paid
 , ,nan,32-13-2025,cod,NULL
N/A,O0002820,4312.11,2025-07-31T16:39:26,netbanking,paid
PM0002821,O0002821,9745.4,not_a_date,cod,paid
 ,O0002822,9999-99-99,2023-07-27T05:53:51,123abc,invalid
PM0002823,O0002823,522.26,2024-11-05T10:40:02,upi,not_a_date
PM0002824,invalid,1373.49,2023-03-09T11:08:41,cod,paid
PM0002825,123abc,2408.52,NULL,invalid,paid
@@@,9999-99-99,N/A,2024-03-04T03:04:19,cod,paid
PM0002827,O0002827,9212.18,2023-07-29T04:59:14,upi,paid
PM0002828,O0002828,1973.73,123abc,nan,paid
not_a_date,O0002829,4908.15,2023-03-18T18:40:28,9999-99-99,paid
,O0002830,3276.29,2023-04-20T04:14:40,upi,nan
PM0002831,###BAD###,3034.21,2024-08-20T08:26:30,nan,null
N/A,O0002832,NULL,2024-04-19T13:46:54,@@@,NULL
PM0002833,null,1978.03,2025-06-03T06:08:39,netbanking,NULL
PM0002834,O0002834,not_a_date,null,upi,paid
PM0002835,O0002835,1263.87,2023-11-25T19:58:45,cod,paid
123abc,O0002836,32-13-2025,NULL, ,paid
PM0002837,###BAD###,6312.96,@@@,upi,@@@
nan,O0002838,2943.21,2024-04-09T07:11:19,upi,@@@
PM0002839,null,898.92,not_a_date,NULL,paid
PM0002840,O0002840,2283.42,N/A,cod,refunded
PM0002841,O0002841,NULL,32-13-2025,upi,N/A
PM0002842,null,3994.87,,card,paid
PM0002843,O0002843,3239.31,,netbanking,not_a_date
invalid,nan,21312.69,2023-07-12T12:36:35,N/A,paid
PM0002845,O0002845,invalid,2024-09-06T08:42:30,NULL,null
PM0002846,invalid,3002.03,2024-02-21T22:31:51,card,paid
PM0002847,O0002847,2030.03,2023-09-14T17:25:18,netbanking,paid
PM0002848,NULL,###BAD###,2023-02-28T04:27:54,123abc,paid
PM0002849,O0002849,invalid,2024-01-19T03:35:57,cod,paid
PM0002850,N/A,,2023-09-10T19:47:24,cod,N/A
PM0002851,O0002851,invalid,2023-06-09T00:08:20,netbanking,paid
###BAD###,O0002852,355.11,invalid,netbanking,###BAD###
PM0002853,null,2291.59,###BAD###,cod,nan
123abc,O0002854,4823.48,123abc,NULL,paid
nan,O0002855,1576.54, ,###BAD###,paid
NULL,N/A,9999-99-99, ,netbanking,paid
,O0002857,invalid,2024-12-18T02:29:19,upi,paid
PM0002858,O0002858,,32-13-2025,card,paid
PM0002859,32-13-2025,7575.56,2025-02-24T07:31:48,@@@,paid
not_a_date,O0002860,###BAD###,2024-12-31T23:57:41,upi,paid
PM0002861,O0002861,null,nan,,paid
9999-99-99,O0002862,1510.14,invalid,upi,paid
not_a_date,123abc,NULL,2024-01-02T23:51:21,netbanking,invalid
PM0002864,O0002864,NULL,2024-08-13T21:16:56,cod,paid
PM0002865,NULL,@@@,2024-04-13T18:00:19,###BAD###,paid
PM0002866,123abc,5351.94,123abc,,###BAD###
PM0002867,O0002867,3939.44,2025-09-14T09:37:53,upi,paid
9999-99-99,O0002868,2981.01,N/A,cod, 
,O0002869,69.45,2023-05-11T04:55:44,nan,paid
PM0002870,123abc,nan,N/A,card,paid
PM0002871,O0002871,123abc,123abc,cod,paid
PM0002872,O0002872,3758.79,nan,N/A,
32-13-2025,nan,1243.63,32-13-2025,card,paid
PM0002874,O0002874,3415.22,2023-06-08T17:29:06,cod,paid
PM0002875,32-13-2025,@@@,2024-09-08T04:21:48,card,paid
PM0002876,32-13-2025,2156.56,123abc,netbanking,null
PM0002877,not_a_date,2075.94,2023-05-28T11:16:11,netbanking,N/A
PM0002878,O0002878,null,2023-03-10T01:11:12,null,paid
PM0002879,O0002879,not_a_date,2024-11-17T22:01:43,netbanking,paid
@@@,O0002880,123abc,123abc,cod,paid
PM0002881,,649.32,2023-03-17T03:20:04,netbanking,32-13-2025
@@@,nan,32-13-2025,2025-04-02T13:57:15,NULL, 
PM0002883,O0002883,invalid,,netbanking,paid
NULL,###BAD###,nan,2023-12-27T01:23:24,card,9999-99-99
not_a_date,O0002885,@@@,123abc,upi,paid
 ,O0002886,invalid,not_a_date,netbanking,9999-99-99
9999-99-99,O0002887,9999-99-99,2023-08-28T06:10:15,N/A,paid
PM0002888,not_a_date,1996.42,invalid,upi,
, ,,not_a_date,cod,paid
@@@, ,32-13-2025,2023-01-11T05:16:37,cod,paid
PM0002891,O0002891,167.58,9999-99-99,null,paid
PM0002892,null,617.87,2025-07-18T20:42:30,netbanking,paid
PM0002893,O0002893,10262.32,2025-01-08T05:39:30,upi,null
not_a_date,O0002894,2396.24,NULL,cod,###BAD###
null,###BAD###,123abc,2024-11-11T18:54:04,cod,paid
PM0002896,9999-99-99,3169.54,2024-05-19T20:32:03,NULL,paid
PM0002897,O0002897,###BAD###,2023-08-04T08:30:50,netbanking,paid
PM0002898,not_a_date,3767.89,2025-01-29T05:18:56,upi,null
PM0002899, ,2424.93,2024-10-12T21:14:21,NULL,@@@
N/A,N/A, ,2024-11-25T23:15:09,cod,paid
PM0002901,@@@,2630.29,2023-11-05T09:06:21,netbanking,null
NULL,O0002902,9999-99-99,2025-05-06T06:47:40,not_a_date,NULL
PM0002903,N/A,null,2024-03-11T21:18:26,cod, 
PM0002904,O0002904,,NULL,netbanking,paid
PM0002905,O0002905,not_a_date,N/A,nan,nan
PM0002906,O0002906,1464.88,2024-12-26T07:43:32,nan,nan
PM0002907,O0002907,3777.69,@@@,32-13-2025,###BAD###
###BAD###,N/A,1153.81,2025-02-16T01:30:44,card,paid
PM0002909,O0002909,2776.42,2025-05-17T15:35:57,N/A,paid
PM0002910,O0002910,2435.55,2024-07-17T18:13:07,card,paid
9999-99-99,O0002911,nan,2024-02-07T18:49:19,###BAD###,refunded
PM0002912,nan,@@@,2024-10-24T20:17:53,netbanking,32-13-2025
NULL,###BAD###,123abc,null,netbanking,9999-99-99
null,O0002914,8961.86,2023-10-12T23:59:37,upi,paid
PM0002915,O0002915,N/A,###BAD###,card,paid
123abc,not_a_date,613.25,9999-99-99,nan,paid
PM0002917,O0002917,###BAD###,123abc,netbanking,paid
PM0002918,O0002918,2662.26,123abc,cod,nan
PM0002919,O0002919,1739.78,2024-12-17T18:01:07,netbanking,paid
9999-99-99,O0002920,4085.15,2023-03-11T02:12:14,upi,paid
PM0002921,N/A,2689.37,not_a_date,upi,paid
PM0002922,O0002922,5457.29,2023-04-04T18:34:51, ,N/A
not_a_date,O0002923,null,123abc,nan,paid
PM0002924,,1206.63,nan,N/A,paid
PM0002925,invalid,3562.96,2024-09-30T20:57:59,card,invalid
PM0002926,O0002926,807.99,2025-05-04T13:59:07,card,paid
PM0002927,O0002927,123abc,2023-03-23T07:18:09,netbanking,paid
PM0002928,NULL,@@@,2024-11-05T09:35:16,card,paid
9999-99-99,O0002929,2745.03,2024-02-09T02:27:03,card,paid
PM0002930,O0002930,123abc,2023-07-24T06:58:34,card,not_a_date
NULL,9999-99-99,3936.8,,123abc,not_a_date
PM0002932,O0002932, ,###BAD###,card,paid
nan,O0002933,2593.37,2025-08-08T21:55:00,card,###BAD###
9999-99-99,O0002934,9999-99-99,###BAD###,upi,paid
PM0002935,O0002935,6045.92,2025-09-19T22:04:49,netbanking,null
PM0002936,O0002936,invalid,2025-01-24T15:24:18,netbanking,###BAD###
PM0002937,O0002937,invalid,not_a_date,card,invalid
PM0002938,9999-99-99,3447.27,2024-08-09T05:15:41,upi,paid
PM0002939, ,,not_a_date,123abc,###BAD###
 ,nan,2902.54,2023-04-16T13:38:42, ,paid
PM0002941,O0002941,558.08,2025-04-12T17:16:52,not_a_date,paid
PM0002942,O0002942,8451.06,NULL,netbanking,paid
PM0002943,invalid,836.14,2025-09-23T23:51:04,cod,paid
PM0002944,O0002944,6001.47,###BAD###,netbanking,paid
123abc,O0002945,3150.32,2025-01-26T03:37:40,upi,paid
N/A,O0002946,248.19,,upi,paid
PM0002947,O0002947,1635.55,2023-10-26T05:28:40,cod,paid
PM0002948,O0002948,988.29,2025-04-07T04:48:41,upi,paid
PM0002949,O0002949,4263.51,NULL,card, 
PM0002950,O0002950,nan,not_a_date,,paid
32-13-2025,O0002951,6226.16,123abc,cod, 
not_a_date,O0002952,1457.41,2023-01-11T00:40:52,card,paid
invalid,123abc,###BAD###,N/A,9999-99-99,paid
PM0002954,nan,invalid,2024-01-29T16:46:07,null,paid
PM0002955,NULL,3967.91,2023-10-20T17:09:11,NULL,N/A
###BAD###,O0002956,3098.7,2024-07-22T15:20:55,netbanking,paid
PM0002957,null,5125.14,nan,9999-99-99,paid
PM0002958,O0002958,5480.77,invalid,card,refunded
PM0002959,O0002959,1697.89,2023-03-02T10:12:20,@@@,paid
,N/A,not_a_date,9999-99-99,card,paid
PM0002961,O0002961,2550.19,2025-09-29T17:02:38,netbanking,invalid
not_a_date,O0002962,1604.34,2023-02-05T02:01:57,upi,null
9999-99-99,not_a_date,,2024-09-09T02:39:21,netbanking,not_a_date
PM0002964,123abc,32-13-2025,2024-06-21T09:30:35,cod,paid
PM0002965,O0002965,@@@,2023-09-21T17:02:11,netbanking,null
PM0002966,O0002966,3893.91, ,card,N/A
not_a_date,O0002967,10100.2,2023-08-25T21:09:06,cod,N/A
PM0002968,N/A,not_a_date,32-13-2025,invalid,paid
PM0002969,O0002969,4691.76,2024-10-23T11:58:31,32-13-2025,refunded
PM0002970,not_a_date,293.99,2024-07-23T05:36:57, ,null
PM0002971,123abc,NULL,2023-04-11T22:19:22,cod,paid
###BAD###,123abc,159.2,###BAD###,,not_a_date
###BAD###,O0002973, ,123abc,null,@@@
9999-99-99,O0002974,32-13-2025,2023-10-22T14:26:05,cod,NULL
PM0002975,O0002975,###BAD###,###BAD###,upi,paid
PM0002976,O0002976,9999-99-99,nan,cod,9999-99-99
PM0002977,O0002977,2987.33,2024-09-09T14:49:53,not_a_date,paid
PM0002978,O0002978,3219.61,2023-01-19T17:18:43,NULL,null
PM0002979,O0002979,###BAD###,123abc,nan,refunded
PM0002980,O0002980,###BAD###,@@@,netbanking,null
NULL,O0002981,NULL,2023-08-10T10:34:21,upi,123abc
PM0002982,O0002982,nan,2023-12-23T15:36:51,netbanking,paid
PM0002983,32-13-2025,5624.07,2025-01-25T14:03:15,null,paid
123abc,O0002984,invalid,32-13-2025,upi,paid
PM0002985,O0002985,2649.05,123abc,netbanking,paid
invalid,O0002986,13860.53,nan,cod,paid
not_a_date,not_a_date,272.08, ,netbanking,paid
###BAD###,123abc,NULL,2023-09-26T00:19:05,netbanking,paid
PM0002989,123abc,7276.01,,@@@,paid
PM0002990,O0002990,937.73,2023-01-11T12:14:08,card,9999-99-99
nan,not_a_date,invalid,@@@,upi,paid
###BAD###,O0002992,7072.2,invalid,card,paid
123abc,O0002993,3875.47,2024-05-05T20:15:13,netbanking,paid
PM0002994,123abc,3148.43,2025-09-24T02:38:03,###BAD###,paid
123abc,nan,1937.79,null,9999-99-99,paid
PM0002996,O0002996,NULL,not_a_date,upi,paid
PM0002997,O0002997,6464.25, ,null,paid
not_a_date,O0002998,300.27,2024-08-08T11:46:51,###BAD###,paid
PM0002999, ,3681.32,9999-99-99,NULL,paid
PM0003000,N/A,4212.8,2025-02-10T09:28:46,netbanking,32-13-2025
N/A,O0000647,9200.13,2023-01-22T13:43:32,netbanking,###BAD###
invalid,O0000187,N/A,###BAD###,null,paid
nan,O0001230,4419.34,2025-03-27T20:47:49,card,###BAD###
NULL, ,1413.3,@@@,netbanking,nan
PM0001316,O0001316,32-13-2025,2023-11-16T20:25:36,null,not_a_date
,not_a_date,,,,###BAD###
,,invalid,,invalid,invalid
,###BAD###,,,,###BAD###
###BAD###,invalid,invalid,invalid,,
,###BAD###,,,###BAD###,###BAD###
